run,contamination_mode,intensity_factor,scenario,model,window_type,n_windows,wis_clean,wis_contaminated,wis_degradation,wis_degradation_relative
pap_benchmark_semisyn_contam100,relative,1.0,S3_fixed_85pct,B4,censored,2211,0.13448665181616315,0.13290124945957524,-0.0015854023565879116,-0.011788548046798587
pap_benchmark_semisyn_contam100,relative,1.0,S3_fixed_85pct,B4,clean,7711,0.07747765791319751,0.07769534443667253,0.00021768652347502193,0.00280966835263539
pap_benchmark_semisyn_contam100,relative,1.0,S3_fixed_85pct,B6,all,9922,0.07474286012783102,0.07503182031588757,0.00028896018805654733,0.003866057407521538
pap_benchmark_semisyn_contam100,relative,1.0,S3_fixed_85pct,B6,censored,2211,0.06193739523102746,0.06390792522432004,0.0019705299932925788,0.03181486702730186
pap_benchmark_semisyn_contam100,relative,1.0,S3_fixed_85pct,B6,clean,7711,0.07841461254474615,0.07822141077723574,-0.0001932017675104064,-0.002463849035792387
pap_benchmark_semisyn_contam100,relative,1.0,S3_fixed_85pct,BQR,all,9922,0.08305093344065198,0.08531004283631645,0.0022591093956644687,0.027201493132871568
pap_benchmark_semisyn_contam100,relative,1.0,S3_fixed_85pct,BQR,censored,2211,0.10907979171734922,0.11882981003823592,0.009750018320886705,0.08938427702677726
pap_benchmark_semisyn_contam100,relative,1.0,S3_fixed_85pct,BQR,clean,7711,0.07558759461951625,0.07569881144175752,0.00011121682224127238,0.001471363426777929
pap_benchmark_semisyn_contam100,relative,1.0,S3_fixed_85pct,BT,all,9922,0.07684781308177197,0.07721367024451814,0.00036585716274617486,0.0047608012261438695
pap_benchmark_semisyn_contam100,relative,1.0,S3_fixed_85pct,BT,censored,2211,0.07238370598353233,0.07285310807998016,0.0004694020964478296,0.006484913836197072
pap_benchmark_semisyn_contam100,relative,1.0,S3_fixed_85pct,BT,clean,7711,0.07812782096586064,0.07846398835446415,0.0003361673886035088,0.004302787207522442
pap_benchmark_semisyn_contam100,relative,1.0,S3_fixed_85pct,ORACLE,all,9922,0.07486074786384793,0.07505599510957064,0.00019524724572271557,0.0026081391289039632
pap_benchmark_semisyn_contam100,relative,1.0,S3_fixed_85pct,ORACLE,censored,2211,0.06478198986034629,0.06480765633261036,2.5666472264068707e-05,0.0003961976518380985
pap_benchmark_semisyn_contam100,relative,1.0,S3_fixed_85pct,ORACLE,clean,7711,0.07775066278353956,0.0779945344735778,0.0002438716900382415,0.0031365866387170023
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,B0_persistence,all,9922,0.18923788926211416,0.18923788926211416,0.0,0.0
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,B0_persistence,censored,3551,0.29268906273365325,0.29268906273365325,0.0,0.0
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,B0_persistence,clean,6371,0.13157737803978872,0.13157737803978872,0.0,0.0
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,B0_climatology,all,9922,0.2518210717539043,0.2518210717539043,0.0,0.0
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,B0_climatology,censored,3551,0.3717616304537002,0.3717616304537002,0.0,0.0
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,B0_climatology,clean,6371,0.18496988293849453,0.18496988293849453,0.0,0.0
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,B1,all,9922,0.08433772058179612,0.0850379881192043,0.0007002675374081779,0.008303135685639187
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,B1,censored,3551,0.10109433892873565,0.10265166190259054,0.0015573229738548855,0.015404650649653963
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,B1,clean,6371,0.07499809544445782,0.07522066656767322,0.00022257112321540096,0.0029676903379530876
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,B4_plain,all,9922,0.11824905225863304,0.11755358333513742,-0.000695468923495618,-0.005881391099647006
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,B4_plain,censored,3551,0.180848775922694,0.17894117727217934,-0.0019075986505146525,-0.010548031861327493
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,B4_plain,clean,6371,0.08335788623586102,0.08333802124591501,-1.9864989946008493e-05,-0.00023830966502438094
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,B4,all,9922,0.11892620498379079,0.11403073192915937,-0.004895473054631422,-0.04116395587750115
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,B4,censored,3551,0.18875662731754214,0.17597082855950458,-0.012785798758037564,-0.06773695281452675
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,B4,clean,6371,0.08000486928968453,0.07950722178407135,-0.0004976475056131802,-0.006220215219792186
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,B6,all,9922,0.07531474319064561,0.07557736416881414,0.0002626209781685235,0.0034869796674967886
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,B6,censored,3551,0.069697856101866,0.07206341407312407,0.0023655579712580643,0.03394018271954755
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,B6,clean,6371,0.07844542378274362,0.07753593217851362,-0.0009094916042299978,-0.011593940861978838
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,BQR,all,9922,0.12766344476663175,0.12797919837147828,0.0003157536048465359,0.0024733282532343713
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,BQR,censored,3551,0.21561045334507875,0.21736067600980488,0.001750222664726131,0.00811752230734818
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,BQR,clean,6371,0.07864447953949856,0.07816070408585625,-0.00048377545364231,-0.006151422915823833
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,BT,all,9922,0.07856493230292982,0.07831100845355388,-0.0002539238493759477,-0.0032320253061107573
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,BT,censored,3551,0.08136199453934267,0.07984364907422752,-0.001518345465115159,-0.018661605749856112
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,BT,clean,6371,0.07700593559887992,0.07745676157802221,0.00045082597914229694,0.005854431553051014
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,ORACLE,all,9922,0.07495579004612116,0.07545628389817634,0.000500493852055181,0.006677187335991275
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,ORACLE,censored,3551,0.07060185843350597,0.07253899109898379,0.0019371326654778198,0.027437417490960868
pap_benchmark_semisyn_contam100,relative,1.0,S4_random_uniform,ORACLE,clean,6371,0.07738253799093303,0.07708229343042133,-0.0003002445605116977,-0.0038800040462213525
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,B0_persistence,all,9922,0.20018103963518438,0.20018103963518438,0.0,0.0
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,B0_persistence,censored,3167,0.33600912881614586,0.33600912881614586,0.0,0.0
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,B0_persistence,clean,6755,0.13649968383413258,0.13649968383413258,0.0,0.0
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,B0_climatology,all,9922,0.24374867448193896,0.24374867448193896,0.0,0.0
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,B0_climatology,censored,3167,0.4687985645734741,0.4687985645734741,0.0,0.0
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,B0_climatology,clean,6755,0.1382367570992755,0.1382367570992755,0.0,0.0
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,B1,all,9922,0.10978580036175616,0.10904459978178417,-0.0007412005799719845,-0.006751333756548187
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,B1,censored,3167,0.18762852338268848,0.18526893512760195,-0.002359588255086531,-0.012575850475963603
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,B1,clean,6755,0.07329018173743451,0.07330774263297515,1.756089554064144e-05,0.00023960774996512039
pap_benchmark_semisyn_contam100,relative,1.0,S5_wind_triggered,B4_plain,all,9922,0.14722315151513513,0.1438856598899719,-0.0033374916251632247,-0.022669611340442725
