run,contamination_mode,intensity_factor,inference_role,family,scenario,reference,challenger,window_type,n_windows,n_clusters,difference_reference_minus_challenger,ci_low,ci_high,sign_flip_p_two_sided,advantage_retained
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S3_fixed_85pct,B4,BT,censored,2211,15,0.0600481413795951,0.051357192961976,0.06466056448430275,0.0001220703125,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S3_fixed_85pct,B4,BT,clean,7711,20,-0.000768643917791611,-0.0024350090764046744,0.0010771281519628031,0.4323056769432306,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S3_fixed_85pct,B1,B6,all,9922,20,0.009259718190437466,0.003659384504731151,0.013449518785154324,0.0041599584004159956,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S3_fixed_85pct,B1,B6,censored,2211,15,0.04956392176526803,0.04304721227493505,0.056058207566913106,6.103515625e-05,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S3_fixed_85pct,B1,B6,clean,7711,20,-0.002296836614899116,-0.004238608656976495,-0.0007513397918121992,0.009089909100908991,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S3_fixed_85pct,B1,B6,all,9922,20,0.010364362827987096,0.004277839422072922,0.014942195102460452,0.002299977000229998,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S3_fixed_85pct,B1,B6,censored,2211,15,0.05364251602040911,0.04622040010515626,0.05969397492138648,6.103515625e-05,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S3_fixed_85pct,B1,B6,clean,7711,20,-0.002044922181537621,-0.003916655383103073,-0.0005249154379296773,0.018579814201857982,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BT,S3_fixed_85pct,BT,B6,all,9922,20,0.002104952953940956,-0.0004558029436365287,0.004212937115289775,0.2105578944210558,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BT,S3_fixed_85pct,BT,B6,censored,2211,15,0.010446310752504878,0.007081383851908327,0.011718188670008347,0.00274658203125,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BT,S3_fixed_85pct,BT,B6,clean,7711,20,-0.00028679157888550366,-0.0018626612388720843,0.0013676803423985826,0.7695623043769563,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BT,S3_fixed_85pct,BT,B6,all,9922,20,0.0021818499286305948,-0.00030997316341469986,0.004226693363927586,0.1942180578194218,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BT,S3_fixed_85pct,BT,B6,censored,2211,15,0.008945182855660117,0.0053821268161564455,0.010484905718013703,0.0108642578125,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BT,S3_fixed_85pct,BT,B6,clean,7711,20,0.00024257757722840608,-0.0012702032906494213,0.0018800345051417056,0.8300416995830042,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BQR,S3_fixed_85pct,BQR,B6,all,9922,20,0.008308073312820966,0.0020438848363038735,0.01329611418623247,0.03413965860341397,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BQR,S3_fixed_85pct,BQR,B6,censored,2211,15,0.047142396486321764,0.04035574587574917,0.050004056752172406,0.00018310546875,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BQR,S3_fixed_85pct,BQR,B6,clean,7711,20,-0.0028270179252299047,-0.0050427119212181825,-0.0009070547441901627,0.007759922400775992,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BQR,S3_fixed_85pct,BQR,B6,all,9922,20,0.010278222520428888,0.002839625327732746,0.01609505076441234,0.02049979500204998,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BQR,S3_fixed_85pct,BQR,B6,censored,2211,15,0.05492188481391588,0.04748199303882566,0.058042052875867736,0.00018310546875,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BQR,S3_fixed_85pct,BQR,B6,clean,7711,20,-0.002522599335478223,-0.005010048370227272,-0.0003277683296787661,0.04084959150408496,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_persistence,S3_fixed_85pct,B0_persistence,B6,all,9922,20,0.06237839754492328,0.057466525352871736,0.06676310944606083,9.99990000099999e-06,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_persistence,S3_fixed_85pct,B0_persistence,B6,censored,2211,15,0.09271676176691394,0.0783482398789365,0.09894925030617914,0.0001220703125,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_persistence,S3_fixed_85pct,B0_persistence,B6,clean,7711,20,0.053679380128917396,0.04857365831738805,0.05975792047486399,1.999980000199998e-05,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_persistence,S3_fixed_85pct,B0_persistence,B6,all,9922,20,0.06208943735686673,0.05721327994289272,0.0665710036912689,9.99990000099999e-06,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_persistence,S3_fixed_85pct,B0_persistence,B6,censored,2211,15,0.09074623177362136,0.0760112876482125,0.0971387909546056,0.0001220703125,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_persistence,S3_fixed_85pct,B0_persistence,B6,clean,7711,20,0.05387258189642782,0.04869296839383576,0.060113995565905826,1.999980000199998e-05,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,oracle_gap_report_not_confirmatory,S3_fixed_85pct,B6,ORACLE,all,9922,20,-0.0001178877360169262,-0.000352930582180369,0.00017184295161123131,0.46266537334626656,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,oracle_gap_report_not_confirmatory,S3_fixed_85pct,B6,ORACLE,censored,2211,15,-0.002844594629318843,-0.0036249286650783825,-0.0024542089722353233,0.00042724609375,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,oracle_gap_report_not_confirmatory,S3_fixed_85pct,B6,ORACLE,clean,7711,20,0.0006639497612065905,0.00041257365270983806,0.000950726922051545,0.00012999870001299986,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,oracle_gap_report_not_confirmatory,S3_fixed_85pct,B6,ORACLE,all,9922,20,-2.4174793683085575e-05,-0.00024585350832023696,0.00017509202857141827,0.8479015209847901,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,oracle_gap_report_not_confirmatory,S3_fixed_85pct,B6,ORACLE,censored,2211,15,-0.0008997311082903221,-0.00146829184509624,-0.0005578240978268002,0.00616455078125,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,oracle_gap_report_not_confirmatory,S3_fixed_85pct,B6,ORACLE,clean,7711,20,0.00022687630365793372,-7.718215392852728e-05,0.0005069432411384776,0.17456825431745682,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_control_inputs_B4_vs_B4plain,S4_random_uniform,B4_plain,B4,all,9922,20,-0.0006771527251577488,-0.003646418158298878,0.002077679944526641,0.6540934590654094,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_control_inputs_B4_vs_B4plain,S4_random_uniform,B4_plain,B4,censored,3551,18,-0.00790785139484813,-0.012984695613015641,-0.002156848361756245,0.01907980920190798,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_control_inputs_B4_vs_B4plain,S4_random_uniform,B4_plain,B4,clean,6371,20,0.0033530169461765073,0.0006528513687848813,0.006393440675322722,0.02854971450285497,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_control_inputs_B4_vs_B4plain,S4_random_uniform,B4_plain,B4,all,9922,20,0.0035228514059780346,0.0003541720974534955,0.006380529686232307,0.06078939210607894,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_control_inputs_B4_vs_B4plain,S4_random_uniform,B4_plain,B4,censored,3551,18,0.002970348712674785,-0.0010735331931226526,0.006159380694703607,0.25147748522514773,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_control_inputs_B4_vs_B4plain,S4_random_uniform,B4_plain,B4,clean,6371,20,0.0038307994618436503,0.0007946186464868331,0.0072716941400764986,0.02157978420215798,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S4_random_uniform,B4,B6,all,9922,20,0.043611461793145165,0.0199400277432648,0.06483435321141079,0.00026999730002699973,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S4_random_uniform,B4,B6,censored,3551,18,0.11905877121567611,0.07557364502515602,0.15289556139933375,3.999960000399996e-05,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S4_random_uniform,B4,B6,clean,6371,20,0.0015594455069409003,-0.004721272826272935,0.007431840487535622,0.6587734122658774,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S4_random_uniform,B4,B6,all,9922,20,0.03845336776034524,0.017374880524263055,0.058337466586167765,0.0002599974000259997,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S4_random_uniform,B4,B6,censored,3551,18,0.1039074144863805,0.06335217974149471,0.137141119808988,7.999920000799993e-05,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S4_random_uniform,B4,B6,clean,6371,20,0.0019712896055577465,-0.0032341558307804425,0.006772373235591694,0.5027749722502775,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S4_random_uniform,B4,BT,all,9922,20,0.040361272680860955,0.019978624383876986,0.05906572598273932,0.00015999840001599985,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S4_random_uniform,B4,BT,censored,3551,18,0.10739463277819945,0.06976838050758206,0.13849828293611452,2.999970000299997e-05,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S4_random_uniform,B4,BT,clean,6371,20,0.002998933690804604,-0.0014526949468307868,0.006766220338617416,0.25697743022569774,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S4_random_uniform,B4,BT,all,9922,20,0.035719723475605515,0.01725601452742521,0.053580095130607706,0.00016999830001699983,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S4_random_uniform,B4,BT,censored,3551,18,0.09612717948527706,0.06013539440181845,0.12717489200380297,5.999940000599994e-05,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S4_random_uniform,B4,BT,clean,6371,20,0.0020504602060491444,-0.0015517099744367278,0.005059316675527935,0.3089169108308917,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S4_random_uniform,B1,B6,all,9922,20,0.009022977391150502,0.005575531640855202,0.011878065583511847,0.0020799792002079978,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S4_random_uniform,B1,B6,censored,3551,18,0.03139648282686964,0.025709998638222827,0.039194999049656204,9.99990000099999e-06,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S4_random_uniform,B1,B6,clean,6371,20,-0.0034473283382858004,-0.006086827227088136,-0.0016831843299436782,0.0013399866001339987,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S4_random_uniform,B1,B6,all,9922,20,0.00946062395039017,0.0062815060771249966,0.012228994894928808,0.0007899921000789992,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S4_random_uniform,B1,B6,censored,3551,18,0.03058824782946649,0.024685412036833117,0.038861429001650204,9.99990000099999e-06,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S4_random_uniform,B1,B6,clean,6371,20,-0.0023152656108404077,-0.004825358708391972,-0.0006358503812474459,0.017649823501764982,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BT,S4_random_uniform,BT,B6,all,9922,20,0.0032501891122842194,-0.0006466916415999128,0.006162488317145262,0.2132878671213288,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BT,S4_random_uniform,BT,B6,censored,3551,18,0.01166413843747668,0.006034555638626237,0.014825615372300796,0.0003099969000309997,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BT,S4_random_uniform,BT,B6,clean,6371,20,-0.0014394881838637056,-0.0037876990557948946,0.0009778672019350378,0.26581734182658173,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BT,S4_random_uniform,BT,B6,all,9922,20,0.0027336442847397334,-0.00048123040096191593,0.005185093564473926,0.21069789302106978,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BT,S4_random_uniform,BT,B6,censored,3551,18,0.0077802350011034445,0.002800392640445038,0.010543174516815421,0.014009859901400986,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BT,S4_random_uniform,BT,B6,clean,6371,20,-7.917060049139915e-05,-0.0022317518785715655,0.002036851503974705,0.951690483095169,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BQR,S4_random_uniform,BQR,B6,all,9922,20,0.05234870157598612,0.022304214819008333,0.07585623696631323,0.00042999570004299955,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BQR,S4_random_uniform,BQR,B6,censored,3551,18,0.14591259724321276,0.09297992506304087,0.18261074923265447,1.999980000199998e-05,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BQR,S4_random_uniform,BQR,B6,clean,6371,20,0.00019905575675493103,-0.005853839679378096,0.005992552587359519,0.959380406195938,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BQR,S4_random_uniform,BQR,B6,all,9922,20,0.05240183420266413,0.023173389995203415,0.07573254925689078,0.0003899961000389996,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BQR,S4_random_uniform,BQR,B6,censored,3551,18,0.14529726193668085,0.09286464186752169,0.1821503587651249,1.999980000199998e-05,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BQR,S4_random_uniform,BQR,B6,clean,6371,20,0.0006247719073426337,-0.004813364415885165,0.005726477627598626,0.8396116038839612,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_persistence,S4_random_uniform,B0_persistence,B6,all,9922,20,0.11392314607146854,0.08088351232120057,0.14505105263053308,9.99990000099999e-06,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_persistence,S4_random_uniform,B0_persistence,B6,censored,3551,18,0.22299120663178723,0.15703057005985546,0.27411394194387284,9.99990000099999e-06,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_persistence,S4_random_uniform,B0_persistence,B6,clean,6371,20,0.0531319542570451,0.04724268098085006,0.05841790226500807,9.99990000099999e-06,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_persistence,S4_random_uniform,B0_persistence,B6,all,9922,20,0.1136605250933,0.0811796591103545,0.14439504152614227,9.99990000099999e-06,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_persistence,S4_random_uniform,B0_persistence,B6,censored,3551,18,0.22062564866052917,0.15530490970971944,0.2712954971390696,9.99990000099999e-06,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_persistence,S4_random_uniform,B0_persistence,B6,clean,6371,20,0.05404144586127511,0.04823974876757606,0.059601776896636434,9.99990000099999e-06,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,oracle_gap_report_not_confirmatory,S4_random_uniform,B6,ORACLE,all,9922,20,0.00035895314452446197,2.702098072838995e-05,0.0008024621840010098,0.06654933450665493,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,oracle_gap_report_not_confirmatory,S4_random_uniform,B6,ORACLE,censored,3551,18,-0.0009040023316399744,-0.0014443200113443784,-0.0002516772478648656,0.03896961030389696,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,oracle_gap_report_not_confirmatory,S4_random_uniform,B6,ORACLE,clean,6371,20,0.0010628857918105886,0.0006552653307024636,0.001587998069077138,0.0004099959000409996,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,oracle_gap_report_not_confirmatory,S4_random_uniform,B6,ORACLE,all,9922,20,0.00012108027063778712,-0.00017394982746967255,0.00047544701587547004,0.4682453175468245,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,oracle_gap_report_not_confirmatory,S4_random_uniform,B6,ORACLE,censored,3551,18,-0.0004755770258597089,-0.0010261666105757306,-2.0178938159398402e-05,0.053799462005379946,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,oracle_gap_report_not_confirmatory,S4_random_uniform,B6,ORACLE,clean,6371,20,0.0004536387480922854,0.00013612175598816373,0.0008952756066404838,0.016289837101628984,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_control_inputs_B4_vs_B4plain,S5_wind_triggered,B4_plain,B4,all,9922,20,-0.0010550136106990608,-0.001743434007800421,-0.00016816923878864033,0.05532944670553294,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_control_inputs_B4_vs_B4plain,S5_wind_triggered,B4_plain,B4,censored,3167,15,-0.0026466028266687817,-0.0035534945001282747,-0.0009457011756902515,0.04742431640625,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_control_inputs_B4_vs_B4plain,S5_wind_triggered,B4_plain,B4,clean,6755,20,-0.00030881626843760895,-0.0007395922119061653,0.00011475275319630866,0.21092789072109278,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_control_inputs_B4_vs_B4plain,S5_wind_triggered,B4_plain,B4,all,9922,20,-0.0032656969041740974,-0.00478515205951161,-0.0011975397637414874,0.002109978900210998,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_control_inputs_B4_vs_B4plain,S5_wind_triggered,B4_plain,B4,censored,3167,15,-0.008236844478663791,-0.009266154342713023,-0.005212079085937202,0.00213623046875,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_control_inputs_B4_vs_B4plain,S5_wind_triggered,B4_plain,B4,clean,6755,20,-0.0009350345254311137,-0.0015583896063123537,-0.0003374718424608923,0.007959920400795992,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S5_wind_triggered,B4,B6,all,9922,20,0.04303112599263379,0.01683848979265058,0.06255443570665582,0.00014999850001499985,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S5_wind_triggered,B4,B6,censored,3167,15,0.12248089827754764,0.09272203320479877,0.13377740349005318,6.103515625e-05,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S5_wind_triggered,B4,B6,clean,6755,20,0.005782061769640133,0.0014634711288048728,0.010819442449571932,0.013419865801341987,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S5_wind_triggered,B4,B6,all,9922,20,0.041764332434496475,0.016420429984772063,0.060621570678697806,0.0002599974000259997,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S5_wind_triggered,B4,B6,censored,3167,15,0.11917703426976778,0.0904640963535399,0.13025471349624806,6.103515625e-05,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S5_wind_triggered,B4,B6,clean,6755,20,0.005470324038892577,0.0012684259185122677,0.010390691344754356,0.021229787702122978,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S5_wind_triggered,B4,BT,all,9922,20,0.055708316867368365,0.020128064663440918,0.0823666674455674,0.0004599954000459995,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S5_wind_triggered,B4,BT,censored,3167,15,0.1645016944596387,0.11991645357010769,0.181604433159013,0.000244140625,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S5_wind_triggered,B4,BT,clean,6755,20,0.004701858416632601,0.001165754929028109,0.009322176008382484,0.00997990020099799,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S5_wind_triggered,B4,BT,all,9922,20,0.055939897428020025,0.02100450459348922,0.08209611942207226,0.00037999620003799963,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S5_wind_triggered,B4,BT,censored,3167,15,0.1638477105649678,0.12254241076722583,0.1800212215804033,6.103515625e-05,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S5_wind_triggered,B4,BT,clean,6755,20,0.005348625154931411,0.0016932496698086063,0.009980855360530694,0.006989930100698993,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S5_wind_triggered,B1,B6,all,9922,20,0.004538761228555767,0.0015933865627774256,0.006749549984416888,0.0023999760002399975,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S5_wind_triggered,B1,B6,censored,3167,15,0.014532324442134734,0.013442601934868523,0.014972802509754114,6.103515625e-05,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S5_wind_triggered,B1,B6,clean,6755,20,-0.00014659994056408338,-0.001072583813482439,0.0007263899240444366,0.7579424205757942,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S5_wind_triggered,B1,B6,all,9922,20,0.003657575422134629,0.0012249264365283632,0.005509546267311286,0.003739962600373996,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S5_wind_triggered,B1,B6,censored,3167,15,0.011879622578188039,0.01137870555741695,0.012103686095033178,6.103515625e-05,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_censored_likelihood_primary,S5_wind_triggered,B1,B6,clean,6755,20,-0.00019723188256132073,-0.0010279913154476537,0.0006199369287403511,0.6451535484645153,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BT,S5_wind_triggered,BT,B6,all,9922,20,-0.01267719087473458,-0.019068168811561963,-0.0041387978874619195,0.018699813001869982,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BT,S5_wind_triggered,BT,B6,censored,3167,15,-0.04202079618209106,-0.048179160713933064,-0.027089460163090485,0.0081787109375,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BT,S5_wind_triggered,BT,B6,clean,6755,20,0.0010802033530075315,7.429006964302883e-05,0.0019872554675544746,0.07636923630763692,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BT,S5_wind_triggered,BT,B6,all,9922,20,-0.01417556499352356,-0.02056202392273242,-0.005526799043063391,0.0012299877001229987,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BT,S5_wind_triggered,BT,B6,censored,3167,15,-0.044670676295200024,-0.050195489078820946,-0.0313575919164117,0.00140380859375,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BT,S5_wind_triggered,BT,B6,clean,6755,20,0.00012169888396116651,-0.000692098315913584,0.0009637576798606028,0.7915520844791553,False
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BQR,S5_wind_triggered,BQR,B6,all,9922,20,0.02837965011155892,0.010710733454131347,0.041417399926030565,0.002949970500294997,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BQR,S5_wind_triggered,BQR,B6,censored,3167,15,0.08349689408562745,0.06530714696151294,0.09056469680244493,6.103515625e-05,True
pap_benchmark_semisyn,none,0.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BQR,S5_wind_triggered,BQR,B6,clean,6755,20,0.002538597311281346,-0.0004987005865860671,0.006322236168176175,0.22349776502234978,False
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BQR,S5_wind_triggered,BQR,B6,all,9922,20,0.027576699994115477,0.010651633427675816,0.04008416214135093,0.002049979500204998,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BQR,S5_wind_triggered,BQR,B6,censored,3167,15,0.08090462540630705,0.06401498184371028,0.08733262550197826,6.103515625e-05,True
pap_benchmark_semisyn_contam100,relative,1.0,robustness_no_multiplicity_correction,RQ1_secondary_B6_vs_BQR,S5_wind_triggered,BQR,B6,clean,6755,20,0.0025745475469784417,-0.0003437848398303488,0.006234330010707364,0.1957580424195758,False
