regime,agg_q10_mean,agg_q50_mean,agg_q90_mean,shortfall_prob_0.3,shortfall_prob_0.5,shortfall_prob_0.7
independent,0.1252228341384863,0.30926497584541063,0.6307112560386473,0.5232583653318705,0.7348875479978059,0.8592978606692265
empirical_copula,0.12334642512077296,0.30971062801932364,0.6361286312399356,0.5241360394953374,0.7323642347778387,0.8587493143170598
perfect_correlation,0.11002632850241545,0.3081081320450886,0.6536401449275362,0.5201865057597367,0.7275370268787713,0.8537575425123423
